จังหวัด,อำเภอ,ตำบล,code,หมายเหตุ
กรุงเทพมหานคร,เขตพระนคร,พระบรมมหาราชวัง,10200,
กรุงเทพมหานคร,เขตพระนคร,วังบูรพาภิรมย์,10200,
กรุงเทพมหานคร,เขตพระนคร,วัดราชบพิธ,10200,
กรุงเทพมหานคร,เขตพระนคร,สำราญราษฎร์,10200,
กรุงเทพมหานคร,เขตพระนคร,ศาลเจ้าพ่อเสือ,10200,
กรุงเทพมหานคร,เขตพระนคร,เสาชิงช้า,10200,
กรุงเทพมหานคร,เขตพระนคร,บวรนิเวศ,10200,
กรุงเทพมหานคร,เขตพระนคร,ตลาดยอด,10200,
กรุงเทพมหานคร,เขตพระนคร,ชนะสงคราม,10200,
กรุงเทพมหานคร,เขตพระนคร,บ้านพานถม,10200,
กรุงเทพมหานคร,เขตพระนคร,บางขุนพรหม,10200,
กรุงเทพมหานคร,เขตพระนคร,วัดสามพระยา,10200,
กรุงเทพมหานคร,เขตดุสิต,ดุสิต,10300,
กรุงเทพมหานคร,เขตดุสิต,วชิรพยาบาล,10300,
กรุงเทพมหานคร,เขตดุสิต,สวนจิตรลดา,10300,ยกเว้น พระราชวังดุสิต สวนจิตรลดา ใช้รหัสไปรษณีย์ 10303
กรุงเทพมหานคร,เขตดุสิต,สี่แยกมหานาค,10300,
กรุงเทพมหานคร,เขตดุสิต,ถนนนครไชยศรี,10300,
กรุงเทพมหานคร,เขตหนองจอก,กระทุ่มราย,10530,
กรุงเทพมหานคร,เขตหนองจอก,หนองจอก,10530,
กรุงเทพมหานคร,เขตหนองจอก,คลองสิบ,10530,
กรุงเทพมหานคร,เขตหนองจอก,คลองสิบสอง,10530,
กรุงเทพมหานคร,เขตหนองจอก,โคกแฝด,10530,
กรุงเทพมหานคร,เขตหนองจอก,คู้ฝั่งเหนือ,10530,
กรุงเทพมหานคร,เขตหนองจอก,ลำผักชี,10530,
กรุงเทพมหานคร,เขตหนองจอก,ลำต้อยติ่ง,10530,
กรุงเทพมหานคร,เขตบางรัก,มหาพฤฒาราม,10500,
กรุงเทพมหานคร,เขตบางรัก,สีลม,10500,
กรุงเทพมหานคร,เขตบางรัก,สุริยวงศ์,10500,
กรุงเทพมหานคร,เขตบางรัก,บางรัก,10500,ยกเว้น หน่วยงานของ ปณท ที่ตั้งในบริเวณ ไปรษณีย์กลาง ใช้รหัสไปรษณีย์ 10501
กรุงเทพมหานคร,เขตบางรัก,สี่พระยา,10500,
กรุงเทพมหานคร,เขตบางเขน,อนุสาวรีย์,10220,
กรุงเทพมหานคร,เขตบางเขน,ท่าแร้ง,10220,ยกเว้น หมู่ 8-10 ท่าแร้ง ใช้รหัสไปรษณีย์ 10230
กรุงเทพมหานคร,เขตบางกะปิ,คลองจั่น,10240,ยกเว้น หมู่บ้านเสรี ใช้รหัสไปรษณีย์ 10250
กรุงเทพมหานคร,เขตบางกะปิ,หัวหมาก,10240,
กรุงเทพมหานคร,เขตปทุมวัน,รองเมือง,10330,
กรุงเทพมหานคร,เขตปทุมวัน,วังใหม่,10330,
กรุงเทพมหานคร,เขตปทุมวัน,ปทุมวัน,10330,
กรุงเทพมหานคร,เขตปทุมวัน,ลุมพินี,10330,
กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,ป้อมปราบ,10100,
กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดเทพศิรินทร์,10100,
กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,คลองมหานาค,10100,
กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,บ้านบาตร,10100,
กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,วัดโสมนัส,10100,
กรุงเทพมหานคร,เขตพระโขนง,บางจาก,10260,
กรุงเทพมหานคร,เขตมีนบุรี,มีนบุรี,10510,
กรุงเทพมหานคร,เขตมีนบุรี,แสนแสบ,10510,
กรุงเทพมหานคร,เขตลาดกระบัง,ลาดกระบัง,10520,
กรุงเทพมหานคร,เขตลาดกระบัง,คลองสองต้นนุ่น,10520,
กรุงเทพมหานคร,เขตลาดกระบัง,คลองสามประเวศ,10520,
กรุงเทพมหานคร,เขตลาดกระบัง,ลำปลาทิว,10520,
กรุงเทพมหานคร,เขตลาดกระบัง,ทับยาว,10520,
กรุงเทพมหานคร,เขตลาดกระบัง,ขุมทอง,10520,
กรุงเทพมหานคร,เขตยานนาวา,ช่องนนทรี,10120,
กรุงเทพมหานคร,เขตยานนาวา,บางโพงพาง,10120,
กรุงเทพมหานคร,เขตสัมพันธวงศ์,จักรวรรดิ,10100,
กรุงเทพมหานคร,เขตสัมพันธวงศ์,สัมพันธวงศ์,10100,
กรุงเทพมหานคร,เขตสัมพันธวงศ์,ตลาดน้อย,10100,
กรุงเทพมหานคร,เขตพญาไท,สามเสนใน,10400,
กรุงเทพมหานคร,เขตธนบุรี,วัดกัลยาณ์,10600,
กรุงเทพมหานคร,เขตธนบุรี,หิรัญรูจี,10600,
กรุงเทพมหานคร,เขตธนบุรี,บางยี่เรือ,10600,
กรุงเทพมหานคร,เขตธนบุรี,บุคคโล,10600,
กรุงเทพมหานคร,เขตธนบุรี,ตลาดพลู,10600,
กรุงเทพมหานคร,เขตธนบุรี,ดาวคะนอง,10600,
กรุงเทพมหานคร,เขตธนบุรี,สำเหร่,10600,
กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดอรุณ,10600,
กรุงเทพมหานคร,เขตบางกอกใหญ่,วัดท่าพระ,10600,
กรุงเทพมหานคร,เขตห้วยขวาง,ห้วยขวาง,10310,
กรุงเทพมหานคร,เขตห้วยขวาง,บางกะปิ,10310,
กรุงเทพมหานคร,เขตห้วยขวาง,สามเสนนอก,10310,
กรุงเทพมหานคร,เขตคลองสาน,สมเด็จเจ้าพระยา,10600,
กรุงเทพมหานคร,เขตคลองสาน,คลองสาน,10600,
กรุงเทพมหานคร,เขตคลองสาน,บางลำภูล่าง,10600,
กรุงเทพมหานคร,เขตคลองสาน,คลองต้นไทร,10600,
กรุงเทพมหานคร,เขตตลิ่งชัน,คลองชักพระ,10170,
กรุงเทพมหานคร,เขตตลิ่งชัน,ตลิ่งชัน,10170,
กรุงเทพมหานคร,เขตตลิ่งชัน,ฉิมพลี,10170,
กรุงเทพมหานคร,เขตตลิ่งชัน,บางพรม,10170,
กรุงเทพมหานคร,เขตตลิ่งชัน,บางระมาด,10170,
กรุงเทพมหานคร,เขตตลิ่งชัน,บางเชือกหนัง,10170,
กรุงเทพมหานคร,เขตบางกอกน้อย,ศิริราช,10700,
กรุงเทพมหานคร,เขตบางกอกน้อย,บ้านช่างหล่อ,10700,
กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนนนท์,10700,
กรุงเทพมหานคร,เขตบางกอกน้อย,บางขุนศรี,10700,
กรุงเทพมหานคร,เขตบางกอกน้อย,อรุณอมรินทร์,10700,
กรุงเทพมหานคร,เขตบางขุนเทียน,ท่าข้าม,10150,
กรุงเทพมหานคร,เขตบางขุนเทียน,แสมดำ,10150,
กรุงเทพมหานคร,เขตภาษีเจริญ,บางหว้า,10160,
กรุงเทพมหานคร,เขตภาษีเจริญ,บางด้วน,10160,
กรุงเทพมหานคร,เขตภาษีเจริญ,บางจาก,10160,
กรุงเทพมหานคร,เขตภาษีเจริญ,บางแวก,10160,
กรุงเทพมหานคร,เขตภาษีเจริญ,คลองขวาง,10160,
กรุงเทพมหานคร,เขตภาษีเจริญ,ปากคลองภาษีเจริญ,10160,
กรุงเทพมหานคร,เขตภาษีเจริญ,คูหาสวรรค์,10160,
กรุงเทพมหานคร,เขตหนองแขม,หนองแขม,10160,
กรุงเทพมหานคร,เขตหนองแขม,หนองค้างพลู,10160,
กรุงเทพมหานคร,เขตราษฎร์บูรณะ,ราษฎร์บูรณะ,10140,
กรุงเทพมหานคร,เขตราษฎร์บูรณะ,บางปะกอก,10140,
กรุงเทพมหานคร,เขตบางพลัด,บางพลัด,10700,
กรุงเทพมหานคร,เขตบางพลัด,บางอ้อ,10700,
กรุงเทพมหานคร,เขตบางพลัด,บางบำหรุ,10700,
กรุงเทพมหานคร,เขตบางพลัด,บางยี่ขัน,10700,
กรุงเทพมหานคร,เขตดินแดง,ดินแดง,10400,
กรุงเทพมหานคร,เขตบึงกุ่ม,คลองกุ่ม,10240,ยกเว้น หมู่ 7-12 คลองกุ่ม ใช้รหัสไปรษณีย์ 10230
กรุงเทพมหานคร,เขตบึงกุ่ม,นวมินทร์,10240,
กรุงเทพมหานคร,เขตบึงกุ่ม,นวลจันทร์,10240,
กรุงเทพมหานคร,เขตสาทร,ทุ่งวัดดอน,10120,
กรุงเทพมหานคร,เขตสาทร,ยานนาวา,10120,
กรุงเทพมหานคร,เขตสาทร,ทุ่งมหาเมฆ,10120,
กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ,10800,
กรุงเทพมหานคร,เขตบางซื่อ,วงศ์สว่าง,10800,
กรุงเทพมหานคร,เขตจตุจักร,ลาดยาว,10900,
กรุงเทพมหานคร,เขตจตุจักร,เสนานิคม,10900,
กรุงเทพมหานคร,เขตจตุจักร,จันทรเกษม,10900,
กรุงเทพมหานคร,เขตจตุจักร,จอมพล,10900,
กรุงเทพมหานคร,เขตจตุจักร,จตุจักร,10900,
กรุงเทพมหานคร,เขตบางคอแหลม,บางคอแหลม,10120,
กรุงเทพมหานคร,เขตบางคอแหลม,วัดพระยาไกร,10120,
กรุงเทพมหานคร,เขตบางคอแหลม,บางโคล่,10120,
กรุงเทพมหานคร,เขตประเวศ,ประเวศ,10250,
กรุงเทพมหานคร,เขตประเวศ,หนองบอน,10250,
กรุงเทพมหานคร,เขตประเวศ,ดอกไม้,10250,
กรุงเทพมหานคร,เขตคลองเตย,คลองเตย,10110,
กรุงเทพมหานคร,เขตคลองเตย,คลองตัน,10110,
กรุงเทพมหานคร,เขตคลองเตย,พระโขนง,10110,"ยกเว้น แขวงพระโขนง เฉพาะซอยสุขุมวิท 48/1,48/4,50 และถนนทางรถไฟเก่าสายปากน้ำ เลขคี่ 6021-6689, เลขคู่ 1928-2422 ใช้รหัสไปรษณีย์ 10260"
กรุงเทพมหานคร,เขตสวนหลวง,สวนหลวง,10250,
กรุงเทพมหานคร,เขตจอมทอง,บางขุนเทียน,10150,
กรุงเทพมหานคร,เขตจอมทอง,บางค้อ,10150,
กรุงเทพมหานคร,เขตจอมทอง,บางมด,10150,
กรุงเทพมหานคร,เขตจอมทอง,จอมทอง,10150,
กรุงเทพมหานคร,เขตดอนเมือง,สีกัน,10210,
กรุงเทพมหานคร,เขตดอนเมือง,ดอนเมือง,10210,
กรุงเทพมหานคร,เขตดอนเมือง,สนามบิน,10210,
กรุงเทพมหานคร,เขตราชเทวี,ทุ่งพญาไท,10400,
กรุงเทพมหานคร,เขตราชเทวี,ถนนพญาไท,10400,
กรุงเทพมหานคร,เขตราชเทวี,ถนนเพชรบุรี,10400,
กรุงเทพมหานคร,เขตราชเทวี,มักกะสัน,10400,
กรุงเทพมหานคร,เขตลาดพร้าว,ลาดพร้าว,10230,
กรุงเทพมหานคร,เขตลาดพร้าว,จรเข้บัว,10230,
กรุงเทพมหานคร,เขตวัฒนา,คลองเตยเหนือ,10110,
กรุงเทพมหานคร,เขตวัฒนา,คลองตันเหนือ,10110,
กรุงเทพมหานคร,เขตวัฒนา,พระโขนงเหนือ,10110,"ยกเว้น แขวงพระโขนงเหนือ เฉพาะซอยสุขุมวิท 73,75,75/1,77 ถนนอ่อนนุช เฉพาะซอยคี่ 1-299 และซอยคู่ 2-252, 77/1,79,81 ใช้รหัสไปรษณีย์ 10260"
กรุงเทพมหานคร,เขตบางแค,บางแค,10160,
กรุงเทพมหานคร,เขตบางแค,บางแคเหนือ,10160,
กรุงเทพมหานคร,เขตบางแค,บางไผ่,10160,
กรุงเทพมหานคร,เขตบางแค,หลักสอง,10160,
กรุงเทพมหานคร,เขตหลักสี่,ทุ่งสองห้อง,10210,ยกเว้น ศูนย์ไปรษณีย์หลักสี่ ใช้รหัสไปรษณีย์ 10260
กรุงเทพมหานคร,เขตหลักสี่,ตลาดบางเขน,10210,
กรุงเทพมหานคร,เขตสายไหม,สายไหม,10220,
กรุงเทพมหานคร,เขตสายไหม,ออเงิน,10220,
กรุงเทพมหานคร,เขตสายไหม,คลองถนน,10220,
กรุงเทพมหานคร,เขตคันนายาว,คันนายาว,10230,
กรุงเทพมหานคร,เขตคันนายาว,รามอินทรา,10230,
กรุงเทพมหานคร,เขตสะพานสูง,สะพานสูง,10240,ยกเว้น หมู่ที่ 12-17 แขวงสะพานสูง ใช้รหัสไปรษณีย์ 10250
กรุงเทพมหานคร,เขตวังทองหลาง,วังทองหลาง,10310,
กรุงเทพมหานคร,เขตวังทองหลาง,สะพานสอง,10310,
กรุงเทพมหานคร,เขตวังทองหลาง,คลองเจ้าคุณสิงห์,10310,
กรุงเทพมหานคร,เขตวังทองหลาง,พลับพลา,10310,
กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันตก,10510,
กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันออก,10510,
กรุงเทพมหานคร,เขตคลองสามวา,บางชัน,10510,
กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดิน,10510,
กรุงเทพมหานคร,เขตคลองสามวา,ทรายกองดินใต้,10510,
กรุงเทพมหานคร,เขตบางนา,บางนา,10260,
กรุงเทพมหานคร,เขตทวีวัฒนา,ทวีวัฒนา,10170,
กรุงเทพมหานคร,เขตทวีวัฒนา,ศาลาธรรมสพน์,10170,
กรุงเทพมหานคร,เขตทุ่งครุ,บางมด,10140,
กรุงเทพมหานคร,เขตทุ่งครุ,ทุ่งครุ,10140,
กรุงเทพมหานคร,เขตบางบอน,บางบอน,10150,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ปากน้ำ,10270,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,สำโรงเหนือ,10270,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางเมือง,10270,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ท้ายบ้าน,10280,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางปูใหม่,10280,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,แพรกษา,10280,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางโปรง,10270,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางปู,10280,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางด้วน,10270,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,บางเมืองใหม่,10270,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,เทพารักษ์,10270,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,ท้ายบ้านใหม่,10280,
สมุทรปราการ,อำเภอเมืองสมุทรปราการ,แพรกษาใหม่,10280,
สมุทรปราการ,อำเภอบางบ่อ,บางบ่อ,10560,
สมุทรปราการ,อำเภอบางบ่อ,บ้านระกาศ,10560,
สมุทรปราการ,อำเภอบางบ่อ,บางพลีน้อย,10560,
สมุทรปราการ,อำเภอบางบ่อ,บางเพรียง,10560,
สมุทรปราการ,อำเภอบางบ่อ,คลองด่าน,10550,
สมุทรปราการ,อำเภอบางบ่อ,คลองสวน,10560,
สมุทรปราการ,อำเภอบางบ่อ,เปร็ง,10560,
สมุทรปราการ,อำเภอบางบ่อ,คลองนิยมยาตรา,10560,
สมุทรปราการ,อำเภอบางพลี,บางพลีใหญ่,10540,
สมุทรปราการ,อำเภอบางพลี,บางแก้ว,10540,
สมุทรปราการ,อำเภอบางพลี,บางปลา,10540,
สมุทรปราการ,อำเภอบางพลี,บางโฉลง,10540,
สมุทรปราการ,อำเภอบางพลี,ราชาเทวะ,10540,
สมุทรปราการ,อำเภอบางพลี,หนองปรือ,10540,ยกเว้น เฉพาะภายในอาคารท่าอากาศยานสุวรรณภูมิ ตำบลหนองปรือ ใช้รหัสไปรษณีย์ 10543
สมุทรปราการ,อำเภอพระประแดง,ตลาด,10130,
สมุทรปราการ,อำเภอพระประแดง,บางพึ่ง,10130,
สมุทรปราการ,อำเภอพระประแดง,บางจาก,10130,
สมุทรปราการ,อำเภอพระประแดง,บางครุ,10130,
สมุทรปราการ,อำเภอพระประแดง,บางหญ้าแพรก,10130,
สมุทรปราการ,อำเภอพระประแดง,บางหัวเสือ,10130,
สมุทรปราการ,อำเภอพระประแดง,สำโรงใต้,10130,
สมุทรปราการ,อำเภอพระประแดง,บางยอ,10130,
สมุทรปราการ,อำเภอพระประแดง,บางกะเจ้า,10130,
สมุทรปราการ,อำเภอพระประแดง,บางน้ำผึ้ง,10130,
สมุทรปราการ,อำเภอพระประแดง,บางกระสอบ,10130,
สมุทรปราการ,อำเภอพระประแดง,บางกอบัว,10130,
สมุทรปราการ,อำเภอพระประแดง,ทรงคนอง,10130,
สมุทรปราการ,อำเภอพระประแดง,สำโรง,10130,
สมุทรปราการ,อำเภอพระประแดง,สำโรงกลาง,10130,
สมุทรปราการ,อำเภอพระสมุทรเจดีย์,นาเกลือ,10290,
สมุทรปราการ,อำเภอพระสมุทรเจดีย์,บ้านคลองสวน,10290,
สมุทรปราการ,อำเภอพระสมุทรเจดีย์,แหลมฟ้าผ่า,10290,
สมุทรปราการ,อำเภอพระสมุทรเจดีย์,ปากคลองบางปลากด,10290,
สมุทรปราการ,อำเภอพระสมุทรเจดีย์,ในคลองบางปลากด,10290,
สมุทรปราการ,อำเภอบางเสาธง,บางเสาธง,10540,
สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้น้อย,10540,
สมุทรปราการ,อำเภอบางเสาธง,ศีรษะจรเข้ใหญ่,10540,
นนทบุรี,อำเภอเมืองนนทบุรี,สวนใหญ่,11000,
นนทบุรี,อำเภอเมืองนนทบุรี,ตลาดขวัญ,11000,
นนทบุรี,อำเภอเมืองนนทบุรี,บางเขน,11000,
นนทบุรี,อำเภอเมืองนนทบุรี,บางกระสอ,11000,
นนทบุรี,อำเภอเมืองนนทบุรี,ท่าทราย,11000,
นนทบุรี,อำเภอเมืองนนทบุรี,บางไผ่,11000,
นนทบุรี,อำเภอเมืองนนทบุรี,บางศรีเมือง,11000,
นนทบุรี,อำเภอเมืองนนทบุรี,บางกร่าง,11000,
นนทบุรี,อำเภอเมืองนนทบุรี,ไทรม้า,11000,
นนทบุรี,อำเภอเมืองนนทบุรี,บางรักน้อย,11000,
นนทบุรี,อำเภอบางกรวย,วัดชลอ,11130,
นนทบุรี,อำเภอบางกรวย,บางกรวย,11130,
นนทบุรี,อำเภอบางกรวย,บางสีทอง,11130,
นนทบุรี,อำเภอบางกรวย,บางขนุน,11130,
นนทบุรี,อำเภอบางกรวย,บางขุนกอง,11130,
นนทบุรี,อำเภอบางกรวย,บางคูเวียง,11130,
นนทบุรี,อำเภอบางกรวย,มหาสวัสดิ์,11130,
นนทบุรี,อำเภอบางกรวย,ปลายบาง,11130,
นนทบุรี,อำเภอบางกรวย,ศาลากลาง,11130,
นนทบุรี,อำเภอบางใหญ่,บางม่วง,11140,
นนทบุรี,อำเภอบางใหญ่,บางแม่นาง,11140,
นนทบุรี,อำเภอบางใหญ่,บางเลน,11140,
นนทบุรี,อำเภอบางใหญ่,เสาธงหิน,11140,
นนทบุรี,อำเภอบางใหญ่,บางใหญ่,11140,
นนทบุรี,อำเภอบางใหญ่,บ้านใหม่,11140,
นนทบุรี,อำเภอบางบัวทอง,โสนลอย,11110,
นนทบุรี,อำเภอบางบัวทอง,บางบัวทอง,11110,
นนทบุรี,อำเภอบางบัวทอง,บางรักใหญ่,11110,
นนทบุรี,อำเภอบางบัวทอง,บางคูรัด,11110,
นนทบุรี,อำเภอบางบัวทอง,ละหาร,11110,
นนทบุรี,อำเภอบางบัวทอง,ลำโพ,11110,
นนทบุรี,อำเภอบางบัวทอง,พิมลราช,11110,
นนทบุรี,อำเภอบางบัวทอง,บางรักพัฒนา,11110,
นนทบุรี,อำเภอไทรน้อย,ไทรน้อย,11150,
นนทบุรี,อำเภอไทรน้อย,ราษฎร์นิยม,11150,
นนทบุรี,อำเภอไทรน้อย,หนองเพรางาย,11150,
นนทบุรี,อำเภอไทรน้อย,ไทรใหญ่,11150,
นนทบุรี,อำเภอไทรน้อย,ขุนศรี,11150,
นนทบุรี,อำเภอไทรน้อย,คลองขวาง,11150,
นนทบุรี,อำเภอไทรน้อย,ทวีวัฒนา,11150,
นนทบุรี,อำเภอปากเกร็ด,ปากเกร็ด,11120,
นนทบุรี,อำเภอปากเกร็ด,บางตลาด,11120,
นนทบุรี,อำเภอปากเกร็ด,บ้านใหม่,11120,
นนทบุรี,อำเภอปากเกร็ด,บางพูด,11120,
นนทบุรี,อำเภอปากเกร็ด,บางตะไนย์,11120,
นนทบุรี,อำเภอปากเกร็ด,คลองพระอุดม,11120,
นนทบุรี,อำเภอปากเกร็ด,ท่าอิฐ,11120,
นนทบุรี,อำเภอปากเกร็ด,เกาะเกร็ด,11120,
นนทบุรี,อำเภอปากเกร็ด,อ้อมเกร็ด,11120,
นนทบุรี,อำเภอปากเกร็ด,คลองข่อย,11120,
นนทบุรี,อำเภอปากเกร็ด,บางพลับ,11120,
นนทบุรี,อำเภอปากเกร็ด,คลองเกลือ,11120,
ปทุมธานี,อำเภอเมืองปทุมธานี,บางปรอก,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านใหม่,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านกลาง,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านฉาง,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บ้านกระแชง,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บางขะแยง,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บางคูวัด,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บางหลวง,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บางเดื่อ,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บางพูด,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บางพูน,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,บางกะดี,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,สวนพริกไทย,12000,
ปทุมธานี,อำเภอเมืองปทุมธานี,หลักหก,12000,
ปทุมธานี,อำเภอคลองหลวง,คลองหนึ่ง,12120,"ยกเว้น ต. คลองหนึ่ง หมู่ที่ 20 เฉพาะเลขที่ 1-55, 57-99 และมหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ใช้รหัสไปรษณีย์ 13180 และมหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต ใช้รหัส 12121 "
ปทุมธานี,อำเภอคลองหลวง,คลองสอง,12120,
ปทุมธานี,อำเภอคลองหลวง,คลองสาม,12120,
ปทุมธานี,อำเภอคลองหลวง,คลองสี่,12120,
ปทุมธานี,อำเภอคลองหลวง,คลองห้า,12120,ยกเว้น ต.คลองห้า หมู่1 เฉพาะเลขที่ 38 และสถานบำบัดพิเศษหญิงธัญบุรี ใช้รหัสไปรษณีย์ 12110 
ปทุมธานี,อำเภอคลองหลวง,คลองหก,12120,ยกเว้น ต.คลองหก หมู่1 เฉพาะเลขที่ 39 และสถาบันมหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี ใช้รหัสไปรษณีย์ 12110 
ปทุมธานี,อำเภอคลองหลวง,คลองเจ็ด,12120,
ปทุมธานี,อำเภอธัญบุรี,ประชาธิปัตย์,12130,
ปทุมธานี,อำเภอธัญบุรี,บึงยี่โถ,12130,
ปทุมธานี,อำเภอธัญบุรี,รังสิต,12110,
ปทุมธานี,อำเภอธัญบุรี,ลำผักกูด,12110,
ปทุมธานี,อำเภอธัญบุรี,บึงสนั่น,12110,
ปทุมธานี,อำเภอธัญบุรี,บึงน้ำรักษ์,12110,
ปทุมธานี,อำเภอหนองเสือ,บึงบา,12170,
ปทุมธานี,อำเภอหนองเสือ,บึงบอน,12170,
ปทุมธานี,อำเภอหนองเสือ,บึงกาสาม,12170,
ปทุมธานี,อำเภอหนองเสือ,บึงชำอ้อ,12170,
ปทุมธานี,อำเภอหนองเสือ,หนองสามวัง,12170,
ปทุมธานี,อำเภอหนองเสือ,ศาลาครุ,12170,
ปทุมธานี,อำเภอหนองเสือ,นพรัตน์,12170,
ปทุมธานี,อำเภอลาดหลุมแก้ว,ระแหง,12140,
ปทุมธานี,อำเภอลาดหลุมแก้ว,ลาดหลุมแก้ว,12140,
ปทุมธานี,อำเภอลาดหลุมแก้ว,คูบางหลวง,12140,
ปทุมธานี,อำเภอลาดหลุมแก้ว,คูขวาง,12140,
ปทุมธานี,อำเภอลาดหลุมแก้ว,คลองพระอุดม,12140,
ปทุมธานี,อำเภอลาดหลุมแก้ว,บ่อเงิน,12140,
ปทุมธานี,อำเภอลาดหลุมแก้ว,หน้าไม้,12140,
ปทุมธานี,อำเภอลำลูกกา,คูคต,12130,
ปทุมธานี,อำเภอลำลูกกา,ลาดสวาย,12150,
ปทุมธานี,อำเภอลำลูกกา,บึงคำพร้อย,12150,
ปทุมธานี,อำเภอลำลูกกา,ลำลูกกา,12150,
ปทุมธานี,อำเภอลำลูกกา,บึงทองหลาง,12150,
ปทุมธานี,อำเภอลำลูกกา,ลำไทร,12150,
ปทุมธานี,อำเภอลำลูกกา,บึงคอไห,12150,
ปทุมธานี,อำเภอลำลูกกา,พืชอุดม,12150,
ปทุมธานี,อำเภอสามโคก,บางเตย,12160,
ปทุมธานี,อำเภอสามโคก,คลองควาย,12160,
ปทุมธานี,อำเภอสามโคก,สามโคก,12160,
ปทุมธานี,อำเภอสามโคก,กระแชง,12160,
ปทุมธานี,อำเภอสามโคก,บางโพธิ์เหนือ,12160,
ปทุมธานี,อำเภอสามโคก,เชียงรากใหญ่,12160,
ปทุมธานี,อำเภอสามโคก,บ้านปทุม,12160,
ปทุมธานี,อำเภอสามโคก,บ้านงิ้ว,12160,
ปทุมธานี,อำเภอสามโคก,เชียงรากน้อย,12160,
ปทุมธานี,อำเภอสามโคก,บางกระบือ,12160,
ปทุมธานี,อำเภอสามโคก,ท้ายเกาะ,12160,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ประตูชัย,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,กะมัง,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,หอรัตนไชย,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,หัวรอ,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ท่าวาสุกรี,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ไผ่ลิง,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ปากกราน,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ภูเขาทอง,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,สำเภาล่ม,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,สวนพริก,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,คลองตะเคียน,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,วัดตูม,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,หันตรา,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,ลุมพลี,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านใหม่,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,บ้านเกาะ,13000,
พระนครศรีอยุธยา,อำเภอพระนครศรีอยุธยา,คลองสวนพลู,13000,
